#SampleID	Metaphlan2_Analysis
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Cantharellales|f__Ceratobasidiaceae|g__Thanatephorus	0.00645
k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Urocystidales|f__Glomosporiaceae|g__Thecaphora	0.01935
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Thelephorales|f__Thelephoraceae|g__Thelephora	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Thermoascaceae|g__Thermoascus	0.05374
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Thermochaetoides	0.0258
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Trichocomaceae|g__Thermomyces	0.02365
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Thermothelomyces	0.33105
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Thermothielavioides	0.01505
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Microascales|f__Ceratocystidaceae|g__Thielaviopsis	0.02365
k__Fungi|p__Basidiomycota|c__Exobasidiomycetes|o__Tilletiales|f__Tilletiaceae|g__Tilletia	0.02795
k__Fungi|p__Basidiomycota|c__Exobasidiomycetes|o__Georgefischeriales|f__Tilletiariaceae|g__Tilletiaria	0.0043
k__Fungi|p__Basidiomycota|c__Exobasidiomycetes|o__Entylomatales|f__<not present>|g__Tilletiopsis	0.0215
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Ophiocordycipitaceae|g__Tolypocladium	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Torpedosporales|f__Torpedosporaceae|g__Torpedospora	0.03224
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Torulaspora	0.09673
k__Fungi|p__Microsporidia|c__<not present>|o__<not present>|f__Pleistophoridae|g__Trachipleistophora	0.03224
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Polyporaceae|g__Trametes	0.57181
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Tremellaceae|g__Tremella	0.0086
k__Fungi|p__Ascomycota|c__Pezizomycetes|o__Pezizales|f__Pyronemataceae|g__Tricharina	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Chaetomiaceae|g__Trichocladium	0.0215
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Hypocreaceae|g__Trichoderma	2.76231
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Tricholomataceae|g__Tricholoma	0.01505
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Lyophyllaceae|g__Tricholomella	0.0129
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Onygenales|f__Arthrodermataceae|g__Trichophyton	0.39769
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Trichosporonales|f__Trichosporonaceae|g__Trichosporon	0.06879
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Sporocadaceae|g__Truncatella	0.00645
k__Fungi|p__Ascomycota|c__Pezizomycetes|o__Pezizales|f__Tuberaceae|g__Tuber	0.05159
k__Fungi|p__Microsporidia|c__<not present>|o__<not present>|f__Tubulinosematidae|g__Tubulinosema	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Cantharellales|f__Tulasnellaceae|g__Tulasnella	0.03224
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Psathyrellaceae|g__Tulosesus	0.01505
k__Fungi|p__Mucoromycota|c__Umbelopsidomycetes|o__Umbelopsidales|f__Umbelopsidaceae|g__Umbelopsis	0.02795
k__Fungi|p__Basidiomycota|c__Pucciniomycetes|o__Pucciniales|f__Pucciniaceae|g__Uromyces	0.0043
k__Fungi|p__Ascomycota|c__Lecanoromycetes|o__Lecanorales|f__Parmeliaceae|g__Usnea	0.04514
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__Ustilaginoidea	0.13328
k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales|f__Ustilaginaceae|g__Ustilago	0.35254
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Diaporthales|f__Valsaceae|g__Valsa	0.08169
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Vanderwaltozyma	0.01075
k__Fungi|p__Microsporidia|c__<not present>|o__<not present>|f__Pleistophoridae|g__Vavraia	0.10533
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Venturiales|f__Venturiaceae|g__Venturia	0.28805
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Venturiales|f__Sympoventuriaceae|g__Verruconis	0.00645
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Plectosphaerellaceae|g__Verticillium	0.48152
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Tremellales|f__Bulleribasidiaceae|g__Vishniacozyma	0.00645
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Pluteaceae|g__Volvariella	0.07094
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Corticiales|f__Vuilleminiaceae|g__Vuilleminia	0.00645
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Trichomonascaceae|g__Wickerhamiella	0.01935
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Phaffomycetaceae|g__Wickerhamomyces	0.08169
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Phaeolaceae|g__Wolfiporia	0.06234
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Xylariaceae|g__Xylaria	0.03869
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Yamadazyma	0.00645
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Dipodascaceae|g__Yarrowia	0.87921
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Trichomonascaceae|g__Zygoascus	0.0043
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Zygosaccharomyces	0.12468
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales|f__Mycosphaerellaceae|g__Zymoseptoria	0.58471
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Ogataea|s__[Candida] arabinofermentans	0.0086
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Metschnikowiaceae|g__Candida/Metschnikowiaceae|s__[Candida] auris	0.52237
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Nakaseomyces|s__[Candida] glabrata	0.87061
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Metschnikowiaceae|g__Candida/Metschnikowiaceae|s__[Candida] haemuloni	0.06449
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Metschnikowiaceae|g__Candida/Metschnikowiaceae|s__[Candida] intermedia	0.08814
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Nakaseomyces|s__[Candida] nivariensis	0.0043
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Spathaspora|s__[Candida] sake	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Clavicipitaceae|g__<not present>|s__[Paecilomyces] penicillatus	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Polyporales|f__Podoscyphaceae|g__Abortiporus|s__Abortiporus biennis	0.01075
k__Fungi|p__Mucoromycota|c__Mucoromycetes|o__Mucorales|f__Cunninghamellaceae|g__Absidia|s__Absidia caerulea	0.00645
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales|f__Teratosphaeriaceae|g__Acidomyces|s__Acidomyces sp. 'richmondensis'	0.0258
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__<not present>|f__Amplistromataceae|g__Acidothrix|s__Acidothrix acidophila	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__<not present>|g__Acremonium|s__Acremonium chrysogenum	0.03439
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__<not present>|g__Acremonium|s__Acremonium egyptiacum	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__<not present>|g__Acremonium|s__Acremonium sp. DZGTGH	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Agaricaceae|g__Agaricus|s__Agaricus bisporus	0.26656
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Agaricaceae|g__Agaricus|s__Agaricus blazei	0.0258
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Agaricaceae|g__Agaricus|s__Agaricus brasiliensis	0.03869
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Agaricaceae|g__Agaricus|s__Agaricus campestris	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Agaricaceae|g__Agaricus|s__Agaricus sinodeliciosus	0.0129
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Agaricaceae|g__Agaricus|s__Agaricus subrufescens	0.0258
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Strophariaceae|g__Agrocybe|s__Agrocybe pediades	0.04944
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Strophariaceae|g__Agrocybe|s__Agrocybe salicacicola	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales|f__Stachybotryaceae|g__Albifimbria|s__Albifimbria verrucaria	0.00645
k__Fungi|p__Blastocladiomycota|c__Blastocladiomycetes|o__Blastocladiales|f__Blastocladiaceae|g__Allomyces|s__Allomyces macrogynus	0.0129
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Alternaria|s__Alternaria alternarina	0.0086
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Alternaria|s__Alternaria alternata	0.38049
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Alternaria|s__Alternaria brassicicola	0.07524
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Alternaria|s__Alternaria longipes	0.0043
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Alternaria|s__Alternaria oxytropis	0.03439
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Alternaria|s__Alternaria panax	0.0086
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Pleosporaceae|g__Alternaria|s__Alternaria solani	0.0086
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Amanitaceae|g__Amanita|s__Amanita brunnescens	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Amanitaceae|g__Amanita|s__Amanita exitialis	0.0043
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Amanitaceae|g__Amanita|s__Amanita muscaria	0.0258
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Amanitaceae|g__Amanita|s__Amanita pantherina	0.0258
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Amanitaceae|g__Amanita|s__Amanita polypyramis	0.0043
k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Amorphothecaceae|g__Amorphotheca|s__Amorphotheca resinae	0.13758
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Leptosphaeriaceae|g__Ampelomyces|s__Ampelomyces quisqualis	0.00645
k__Fungi|p__Chytridiomycota|c__Neocallimastigomycetes|o__Neocallimastigales|f__Neocallimastigaceae|g__Anaeromyces|s__Anaeromyces contortus	0.0129
k__Fungi|p__Chytridiomycota|c__Neocallimastigomycetes|o__Neocallimastigales|f__Neocallimastigaceae|g__Anaeromyces|s__Anaeromyces mucronatus	0.03224
k__Fungi|p__Chytridiomycota|c__Neocallimastigomycetes|o__Neocallimastigales|f__Neocallimastigaceae|g__Anaeromyces|s__Anaeromyces robustus	0.40844
k__Fungi|p__Microsporidia|c__<not present>|o__<not present>|f__Tubulinosematidae|g__Anncaliia|s__Anncaliia algerae	0.11608
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Hypoxylaceae|g__Annulohypoxylon|s__Annulohypoxylon stygium	0.0043
k__Fungi|p__Ascomycota|c__Pezizomycetes|o__Pezizales|f__Pyronemataceae|g__Anthracobia|s__Anthracobia macrocystis	0.0043
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Apiosporaceae|g__Apiospora|s__Apiospora malaysiana	0.00645
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Apiosporaceae|g__Apiospora|s__Apiospora sphaerosperma	0.0129
k__Fungi|p__Basidiomycota|c__Tremellomycetes|o__Trichosporonales|f__Trichosporonaceae|g__Apiotrichum|s__Apiotrichum mycotoxinovorans	0.02365
k__Fungi|p__Ascomycota|c__Archaeorhizomycetes|o__Archaeorhizomycetales|f__Archaeorhizomycetaceae|g__Archaeorhizomyces|s__Archaeorhizomyces sp.	0.0086
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Physalacriaceae|g__Armillaria|s__Armillaria cepistipes	0.03224
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Physalacriaceae|g__Armillaria|s__Armillaria gallica	0.04514
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Physalacriaceae|g__Armillaria|s__Armillaria mellea	0.04084
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Physalacriaceae|g__Armillaria|s__Armillaria ostoyae	0.08599
k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Physalacriaceae|g__Armillaria|s__Armillaria sinapina	0.0129
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Xylariales|f__Apiosporaceae|g__Arthrinium|s__Arthrinium phaeospermum	0.00645
k__Fungi|p__Ascomycota|c__Orbiliomycetes|o__Orbiliales|f__Orbiliaceae|g__Arthrobotrys|s__Arthrobotrys conoides	0.0043
k__Fungi|p__Ascomycota|c__Orbiliomycetes|o__Orbiliales|f__Orbiliaceae|g__Arthrobotrys|s__Arthrobotrys flagrans	0.02365
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Didymellaceae|g__Ascochyta|s__Ascochyta rabiei	0.07094
k__Fungi|p__Ascomycota|c__Pezizomycetes|o__Pezizales|f__Ascodesmidaceae|g__Ascodesmis|s__Ascodesmis nigricans	0.01935
k__Fungi|p__Ascomycota|c__<not present>|o__<not present>|f__<not present>|g__<not present>|s__Ascomycota sp.	0.0258
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Onygenales|f__Ascosphaeraceae|g__Ascosphaera|s__Ascosphaera apis	0.04944
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus aculeatus	0.02795
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus affinis	0.00645
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus alliaceus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus arxii	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus assulatus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus aureolatus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus aureoluteus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus bertholletiae	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus biplanus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus brevipes	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus calidoustus	0.01935
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus californicus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus caninus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus carbonarius	0.09888
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus carlsbadensis	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus chevalieri	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus chrysellus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus clavatonanicus	0.0086
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus coreanus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus costaricensis	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus cristatus	0.06234
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus crustosus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus dromiae	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus duricaulis	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus egyptiacus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus ferenczii	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus fijiensis	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus fischeri	0.0086
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus flavipes	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus flavus	0.99959
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus floccosus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus frequens	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus fumigatus	2.87624
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus fumisynnematus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus galapagensis	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus germanicus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus glaucus	0.03224
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus granulosus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus heterothallicus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus hiratsukae	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus ibericus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus igneus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus iizukae	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus insuetus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus karnatakaensis	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus keveii	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus laciniosus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus lanosus	0.0129
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus lentulus	0.0129
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus loretoensis	0.0129
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus luchuensis	0.07739
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus lucknowensis	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus luppiae	0.00645
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus microcysticus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus minisclerotigenes	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus montevidensis	0.0258
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus multiplicatus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus nakazawae	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus neoflavipes	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus neoindicus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus nidulans	1.70468
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus niger	2.90419
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus oryzae	0.30095
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus paleaceus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus papuensis	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus parasiticus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus penicillioides	0.01075
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus pernambucoensis	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus petrakii	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus peyronelii	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus primulinus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus pseudodeflectus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus pseudofelis	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus pseudoustus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus puulaauensis	0.00645
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus quadrilineatus	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus rambellii	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus sesamicola	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus shendaweii	0.0043
k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Aspergillus|s__Aspergillus silvaticus	0.0043
